"","X.1","X","�..Reef.ID","Reef.Name","Ocean","Country","State.Province.Island","City.Town","Year","Date","Depth","Organism.Code","S1","S2","S3","S4","Errors.","What.errors.","Average_bleaching","ClimSST","Temperature_Kelvin","Temperature_Mean","Temperature_Minimum","Temperature_Maximum","Temperature_Kelvin_Standard_Deviation","Windspeed","SSTA","SSTA_Standard_Deviation","SSTA_Mean","SSTA_Minimum","SSTA_Maximum","SSTA_Frequency","SSTA_Frequency_Standard_Deviation","SSTA_FrequencyMax","SSTA_FrequencyMean","SSTA_DHW","SSTA_DHW_Standard_Deviation","SSTA_DHWMax","SSTA_DHWMean","TSA","TSA_Standard_Deviation","TSA_Minimum","TSA_Maximum","TSA_Mean","TSA_Frequency","TSA_Frequency_Standard_Deviation","TSA_FrequencyMax","TSA_FrequencyMean","TSA_DHW","TSA_DHW_Standard_Deviation","TSA_DHWMax","TSA_DHWMean","Region","Diversity","rate_of_SST_change","Longitude.Degrees","Latitude.Degrees","optional","kd490_value","PAR_value"
"6595",6595,12962,"77.58.049W.18.27.174N","Classroom Reef","Atlantic","Jamaica","St. James","Montego Bay",2013,"5-Jul-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,301.6233333,301.1333333,297.98,305.0266667,1.143333333,7,-0.21,0.686666667,0,-3.526666667,2.796666667,4.666666667,3.703333333,16,3.333333333,3.88,2.086666667,11.59,1.15,-0.806666667,1.143333333,-4.453333333,2.583333333,-1.293333333,0.666666667,1.93,6.666666667,1,0,1.343333333,8.683333333,0.416666667,"ERG139",59,0.014696969,-77.96747222,18.45288889,TRUE,0.0265999995172024,NA
"6596",6596,12964,"77.55.968W.18.29.868N","Airport Reef West","Atlantic","Jamaica","St. James","Montego Bay",2013,"4-Jul-13",7,"Bleaching (% of population)",1,1,2,0,FALSE,"",1,302.45,302.24,301.16,298.03,304.53,1.16,7,0.34,0.69,0,-3.53,2.04,2,3.39,14,3,2.41,1.91,13.27,1.05,-0.26,1.16,-4.46,2.02,-1.33,0,1.58,6,1,0,1.13,7.15,0.36,"ERG139",59,0.014696969,-77.93280556,18.49780556,TRUE,0.0204000007361174,NA
"6597",6597,12966,"174.6.30W.18.42.45S","The Coral Gardens","Pacific","Tonga","Vava'u","Vaka Eitu",2013,"8-Jul-13",12,"Bleaching (% of population)",2,0,15,5,FALSE,"",5.5,298.01,298.64,299.63,295.13,305.73,1.42,8,0.23,0.84,0,-3.27,4.64,7,4.65,23,5,3.43,2.46,14.69,1.84,-2.62,1.42,-6.12,4.46,-1.62,0,1.32,6,1,0,1.13,9.58,0.38,"ERG112",313,0.020050505,-174.1083333,-18.7125,TRUE,0.0269077504053712,NA
"6598",6598,12968,"123.58.27.96E.24.22.18N","Northern reef of Kohama Is.","Pacific","Japan","Okinawa","Taketomi town",2013,"15-Jun-13",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.15,302.57,298.9,294.02,304.88,2.45,5,1.65,0.93,0,-2.93,3.24,2,6.28,30,7,1.13,3.59,23.17,2.54,0.39,2.45,-8.15,2.7,-3.27,0,1.39,6,1,0,1.11,8.84,0.35,"ERG057",396,0.042222221,123.9744444,24.37166667,TRUE,0.0720055073967357,NA
"6599",6599,12970,"123.58.27.96E.24.22.18N","Northern reef of Kohama Is.","Pacific","Japan","Okinawa","Taketomi town",2013,"15-Jun-13",8,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.15,302.57,298.9,294.02,304.88,2.45,5,1.65,0.93,0,-2.93,3.24,2,6.28,30,7,1.13,3.59,23.17,2.54,0.39,2.45,-8.15,2.7,-3.27,0,1.39,6,1,0,1.11,8.84,0.35,"ERG057",396,0.042222221,123.9744444,24.37166667,TRUE,0.0720055073967357,NA
"6600",6600,12972,"135.41.48E.33.20.40N","Soushima","Pacific","Japan","Kushimoto","Wakayama",2013,"12-May-13",3,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,297.75,294.51,295.62,285.85,303.08,3.74,4,0.57,1.3,0,-5.25,5.63,12,8.66,33,12,12.04,4.89,23.92,4.59,-6.37,3.74,-15.02,2.2,-5.25,0,1.19,6,1,0,0.99,7.07,0.34,"ERG061",167,0.016590909,135.6966667,33.34444444,TRUE,0.0494190007448196,NA
"6601",6601,12974,"135.41.48E.33.20.40N","Soushima","Pacific","Japan","Kushimoto","Wakayama",2013,"12-May-13",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,297.75,294.51,295.62,285.85,303.08,3.74,4,0.57,1.3,0,-5.25,5.63,12,8.66,33,12,12.04,4.89,23.92,4.59,-6.37,3.74,-15.02,2.2,-5.25,0,1.19,6,1,0,0.99,7.07,0.34,"ERG061",167,0.016590909,135.6966667,33.34444444,TRUE,0.0494190007448196,NA
"6602",6602,12976,"119.22.52.61E.11.10.19.84N","7th Comando Outside","Pacific","Philippines","Palawan","Buena Suerte, El Nido",2013,"5-Jan-13",4.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,299.908,301.668,297.666,305.104,1.368,6,-0.474,0.892,0,-3.986,3.062,10.8,4.434,20.6,5.4,3.162,3.11,19.534,1.994,-3.188,1.368,-5.422,1.998,-1.418,2.6,2.358,9.4,1.2,0,1.652,13.868,0.514,"ERG045",567,0.01770202,119.3812778,11.17216667,TRUE,0.0522752500216953,NA
"6603",6603,12978,"121.16.28.6E.12.15.56.3N","Aslom Island","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"24-Jun-13",5.1,"Bleaching (% of population)",13,13,40,23,FALSE,"",22.25,301.81,302.34,301.07,297.63,307.26,1.34,3,0,0.74,0,-2.42,6.22,6,4.69,26,4,4.74,2.66,16.39,1.34,-0.09,1.34,-4.79,4.82,-1.35,1,1.54,6,1,1.09,1.08,7.07,0.34,"ERG046",553,0.009267677,121.2746111,12.26563889,TRUE,0.0378209688009496,NA
"6604",6604,12980,"119.18.26.5E.10.59.10.3N","Bancoro/Sebastian Reef","Pacific","Philippines","Palawan","Taytay",2013,"5-May-13",5,"Bleaching (% of population)",0,3,3,8,FALSE,"",3.5,262.15,303.56,301.7166667,297.7066667,305.5633333,1.476666667,4,1.173333333,0.983333333,0,-2.996666667,3.27,11.33333333,6.106666667,30,7.333333333,4.363333333,4.59,26.33666667,2.786666667,0.426666667,1.476666667,-5.416666667,2.423333333,-1.406666667,4.666666667,3.613333333,14.66666667,2,0,2.786666667,17.84,0.936666667,"ERG045",567,0.015959596,119.3073611,10.98619444,TRUE,0.03490116959692,NA
"6605",6605,12982,"119.18.26.5E.10.59.10.3N","Bancoro/Sebastian Reef","Pacific","Philippines","Palawan","Taytay",2013,"5-May-13",10,"Bleaching (% of population)",5,3,3,0,FALSE,"",2.75,262.15,303.56,301.7166667,297.7066667,305.5633333,1.476666667,4,1.173333333,0.983333333,0,-2.996666667,3.27,11.33333333,6.106666667,30,7.333333333,4.363333333,4.59,26.33666667,2.786666667,0.426666667,1.476666667,-5.416666667,2.423333333,-1.406666667,4.666666667,3.613333333,14.66666667,2,0,2.786666667,17.84,0.936666667,"ERG045",567,0.015959596,119.3073611,10.98619444,TRUE,0.03490116959692,NA
"6606",6606,12984,"119.17.48.7E.10.59.22.9N","Barge Centro/Roberto/Facundo Reef","Pacific","Philippines","Palawan","Taytay",2013,"4-May-13",4,"Bleaching (% of population)",15,10,3,13,FALSE,"",10.25,262.15,303.56,301.7166667,297.7066667,305.5633333,1.476666667,4,1.173333333,0.983333333,0,-2.996666667,3.27,11.33333333,6.106666667,30,7.333333333,4.363333333,4.59,26.33666667,2.786666667,0.426666667,1.476666667,-5.416666667,2.423333333,-1.406666667,4.666666667,3.613333333,14.66666667,2,0,2.786666667,17.84,0.936666667,"ERG045",567,0.015959596,119.2968611,10.98969444,TRUE,0.03490116959692,NA
"6607",6607,12986,"119.17.48.7E.10.59.22.9N","Barge Centro/Roberto/Facundo Reef","Pacific","Philippines","Palawan","Taytay",2013,"4-May-13",8,"Bleaching (% of population)",0,5,0,5,FALSE,"",2.5,262.15,303.56,301.7166667,297.7066667,305.5633333,1.476666667,4,1.173333333,0.983333333,0,-2.996666667,3.27,11.33333333,6.106666667,30,7.333333333,4.363333333,4.59,26.33666667,2.786666667,0.426666667,1.476666667,-5.416666667,2.423333333,-1.406666667,4.666666667,3.613333333,14.66666667,2,0,2.786666667,17.84,0.936666667,"ERG045",567,0.015959596,119.2968611,10.98969444,TRUE,0.03490116959692,NA
"6608",6608,12988,"119.18.4.1E.10.59.32.1N","Barge Tandol/Facundo/Roberto Reef","Pacific","Philippines","Palawan","Taytay",2013,"3-May-13",4.5,"Bleaching (% of population)",8,0,10,10,FALSE,"",7,262.15,303.56,301.7166667,297.7066667,305.5633333,1.476666667,4,1.173333333,0.983333333,0,-2.996666667,3.27,11.33333333,6.106666667,30,7.333333333,4.363333333,4.59,26.33666667,2.786666667,0.426666667,1.476666667,-5.416666667,2.423333333,-1.406666667,4.666666667,3.613333333,14.66666667,2,0,2.786666667,17.84,0.936666667,"ERG045",567,0.015959596,119.3011389,10.99225,TRUE,0.03490116959692,NA
"6609",6609,12990,"119.18.4.1E.10.59.32.1N","Barge Tandol/Facundo/Roberto Reef","Pacific","Philippines","Palawan","Taytay",2013,"3-May-13",8,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,303.56,301.7166667,297.7066667,305.5633333,1.476666667,4,1.173333333,0.983333333,0,-2.996666667,3.27,11.33333333,6.106666667,30,7.333333333,4.363333333,4.59,26.33666667,2.786666667,0.426666667,1.476666667,-5.416666667,2.423333333,-1.406666667,4.666666667,3.613333333,14.66666667,2,0,2.786666667,17.84,0.936666667,"ERG045",567,0.015959596,119.3011389,10.99225,TRUE,0.03490116959692,NA
"6610",6610,12992,"120.2.12E.11.54.48.5N","Bugor MPA","Pacific","Philippines","Palawan","Brgy Libis, Culion",2013,"27-Feb-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.76,300.75,301.97,298.51,305.6,1.17,7,0.14,0.9,0,-3.89,3.03,2,5.67,31,6,2.15,3.46,25.99,2.36,-2.2,1.17,-4.44,2.64,-0.97,0,2.93,18,2,0,2.06,20.05,0.76,"ERG045",567,0.012272727,120.0366667,11.91347222,TRUE,0.0491686991398771,NA
"6611",6611,12994,"119.22.38.5E.11.12.36.4N","Bukal","Pacific","Philippines","Palawan","El Nido",2013,"30-Apr-13",4.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.13,302.97,301.68,297.83,305.48,1.38,2,0.75,0.89,0,-3.14,3.45,8,5.76,29,6,2.69,3.88,22.47,2.34,-0.16,1.38,-5.29,2.34,-1.44,2,2.95,11,2,0,2.09,16.05,0.69,"ERG045",567,0.01770202,119.3773611,11.21011111,TRUE,0.0346346302804622,NA
"6612",6612,12996,"121.27.8.4E.12.22.58.5N","Buyayao Island","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"26-Jun-13",4,"Bleaching (% of population)",65,75,73,75,FALSE,"",72,301.78,302.5,301.14,297.01,304.94,1.4,5,0.04,0.79,0,-2.44,3.01,8,5.76,28,4,9.01,3.33,24.76,1.66,-0.21,1.4,-5.69,2.23,-1.56,4,2.14,12,1,5.53,1.47,16.75,0.36,"ERG046",553,0.009267677,121.4523333,12.38291667,TRUE,0.0333999991416931,NA
"6613",6613,12998,"119.23.41.9E.11.11.43.7N","Caalan MPA A","Pacific","Philippines","Palawan","El Nido",2013,"29-Apr-13",4,"Bleaching (% of population)",0,0,3,3,FALSE,"",1.5,262.15,302.824,301.668,297.666,305.104,1.368,2,0.634,0.892,0,-3.986,3.062,10.8,4.434,20.6,5.4,3.418,3.11,19.534,1.994,-0.272,1.368,-5.422,1.998,-1.418,2.6,2.358,9.4,1.2,0,1.652,13.868,0.514,"ERG045",567,0.01770202,119.3949722,11.19547222,TRUE,0.0346346302804622,NA
"6614",6614,13000,"119.23.30E.11.11.29.7N","Caalan MPA B","Pacific","Philippines","Palawan","El Nido",2013,"2-May-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,303.25,301.668,297.666,305.104,1.368,5,0.808,0.892,0,-3.986,3.062,10.8,4.434,20.6,5.4,2.358,3.11,19.534,1.994,0.152,1.368,-5.422,1.998,-1.418,2.6,2.358,9.4,1.2,0,1.652,13.868,0.514,"ERG045",567,0.01770202,119.3916667,11.19158333,TRUE,0.0367729298679408,NA
"6615",6615,13002,"119.52.58.1E.11.29.19.4N","Coral Garden","Pacific","Philippines","Palawan","Linapacan",2013,"10-May-13",4,"Bleaching (% of population)",3,3,0,0,FALSE,"",1.5,302.75,304.06,301.56,297.82,305.54,1.28,3,1.58,0.86,0,-3.26,4.87,13,4.95,20,5,8.96,3.22,24.2,2.04,1.24,1.28,-5,2.72,-1.25,4,2.58,11,1,2.53,1.85,14.85,0.66,"ERG045",567,0.01770202,119.8828056,11.48872222,TRUE,0.036049329019345,NA
"6616",6616,13004,"124.6.18.9E.12.31.53.6N","Cueva Calintaan","Pacific","Philippines","Sorsogon","Matnog",2013,"17-May-13",5,"Bleaching (% of population)",3,0,5,10,FALSE,"",4.5,301.2,303.12,300.3,296.83,303.45,1.18,3,2.29,0.84,0,-2.89,3.25,21,5.92,29,6,13.16,3.13,20.36,2.03,1.91,1.18,-4.38,2.24,-0.9,6,2.69,14,2,1.31,1.81,14.9,0.7,"ERG047",530,0.00520202,124.10525,12.53155556,TRUE,0.0319226153109549,NA
"6617",6617,13006,"120.10.56.2E.11.57.51.9N","CYC East Reef","Pacific","Philippines","Palawan","Coron",2013,"24-May-13",5,"Bleaching (% of population)",48,25,30,35,FALSE,"",34.5,302.75,303.24,302.02,297.76,306.11,1.18,4,0.43,0.92,0,-3.88,3.97,3,6.03,28,6,4.59,4.01,26.52,2.34,0.34,1.18,-5.13,3.21,-0.87,2,4.22,23,2,2.24,2.54,22.09,0.8,"ERG045",567,0.012272727,120.1822778,11.96441667,TRUE,0.0328717531669534,NA
"6618",6618,13008,"120.10.40.7E.11.57.48.5N","CYC West Reef","Pacific","Philippines","Palawan","Coron",2013,"24-May-13",5,"Bleaching (% of population)",33,13,28,43,FALSE,"",29.25,302.75,303.24,302.02,297.76,306.11,1.18,4,0.43,0.92,0,-3.88,3.97,3,6.03,28,6,4.59,4.01,26.52,2.34,0.34,1.18,-5.13,3.21,-0.87,2,4.22,23,2,2.24,2.54,22.09,0.8,"ERG045",567,0.012272727,120.1779722,11.96347222,TRUE,0.0328717531669534,NA
"6619",6619,13010,"119.39.53E.11.18.45.5N","Iloc","Pacific","Philippines","Palawan","Linapacan",2013,"8-May-13",5,"Bleaching (% of population)",0,0,0,3,FALSE,"",0.75,302.7,302.67,301.48,297.92,305.19,1.22,3,0.29,0.75,0,-2.94,2.47,11,3.8,18,4,4.32,2.17,13.65,1.46,-0.08,1.22,-4.82,2.44,-1.26,6,2.13,10,1,1.05,1.14,8.73,0.36,"ERG045",567,0.01770202,119.6647222,11.31263889,TRUE,0.0357992229837546,NA
"6620",6620,13012,"119.22.29.63E.11.10.38.67N","Ipil MPA (Inside) Brgy. Buena Suerte","Pacific","Philippines","Palawan","El Nido",2013,"5-Jan-13",4.5,"Bleaching (% of population)",3,0,0,0,FALSE,"",0.75,262.15,299.908,301.668,297.666,305.104,1.368,6,-0.474,0.892,0,-3.986,3.062,10.8,4.434,20.6,5.4,3.162,3.11,19.534,1.994,-3.188,1.368,-5.422,1.998,-1.418,2.6,2.358,9.4,1.2,0,1.652,13.868,0.514,"ERG045",567,0.01770202,119.3748889,11.17741667,TRUE,0.0522752500216953,NA
"6621",6621,13014,"121.50.17.4E.14.48.33.2N","Kakulasian","Pacific","Philippines","Polilio","Anawan, Polilio",2012,"15-Aug-12",5,"Bleaching (% of population)",0,0,1,0,FALSE,"",0.25,301.93,301.8,301.31,296.78,305.85,1.66,6,-0.54,0.93,0,-3.19,3.59,6,4.82,21,6,4.56,3.05,14.29,2.34,-1.31,1.66,-6.32,2.74,-1.79,5,2.07,7,2,3.7,1.76,9.34,0.73,"ERG047",530,0.01510101,121.8381667,14.80922222,TRUE,0.0482800006866455,NA
"6622",6622,13016,"120.8.14.4E.11.46.12.6N","Kawayan","Pacific","Philippines","Palawan","Cullion",2013,"26-May-13",5,"Bleaching (% of population)",10,5,3,3,FALSE,"",5.25,302.62,304.01,301.8,297.85,305.35,1.21,3,1.22,0.88,0,-3.84,3.07,8,4.62,22,6,5.41,2.98,19.97,2.06,1.15,1.21,-5,2.49,-1.05,2,2.38,9,2,1.17,1.69,14.2,0.65,"ERG045",567,0.012272727,120.1373333,11.77016667,TRUE,0.033120328958962,NA
"6623",6623,13018,"119.52.49.3E.11.29.0.9N","Maapdit","Pacific","Philippines","Palawan","Linapacan",2013,"10-May-13",5,"Bleaching (% of population)",3,0,3,3,FALSE,"",2.25,302.75,304.06,301.56,297.82,305.54,1.28,3,1.58,0.86,0,-3.26,4.87,13,4.95,20,5,8.96,3.22,24.2,2.04,1.24,1.28,-5,2.72,-1.25,4,2.58,11,1,2.53,1.85,14.85,0.66,"ERG045",567,0.01770202,119.8803611,11.48358333,TRUE,0.0347150656330814,NA
"6624",6624,13020,"121.23.13.9E.12.15.48N","Maasin Island, Bulalacao","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"26-Jun-13",4.8,"Bleaching (% of population)",48,28,40,45,FALSE,"",40.25,301.65,302.58,301.04,297.48,305.74,1.33,5,0.34,0.75,0,-2.54,4.08,9,4.38,20,4,5.52,2.44,14.27,1.46,0.12,1.33,-4.98,3.27,-1.4,4,1.69,6,1,3.58,1.24,8.03,0.42,"ERG046",553,0.009267677,121.3871944,12.26333333,TRUE,0.0378301737694142,NA
"6625",6625,13022,"121.23.13.9E.12.15.48N","Maasin Island, Bulalacao","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"26-Jun-13",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.65,302.58,301.04,297.48,305.74,1.33,5,0.34,0.75,0,-2.54,4.08,9,4.38,20,4,5.52,2.44,14.27,1.46,0.12,1.33,-4.98,3.27,-1.4,4,1.69,6,1,3.58,1.24,8.03,0.42,"ERG046",553,0.009267677,121.3871944,12.26333333,TRUE,0.0378301737694142,NA
"6626",6626,13024,"119.42.0.2E.11.15.42.6N","Magransing","Pacific","Philippines","Palawan","Linapacan",2013,"7-May-13",3,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.86,303.66,301.58,297.92,305.2,1.22,5,1.27,0.72,0,-3.06,3.18,9,3.83,16,3,3.01,2.19,17.12,1.24,0.77,1.22,-4.96,2.3,-1.3,5,1.76,9,1,0,1.21,10.6,0.36,"ERG045",567,0.01770202,119.7000556,11.26183333,TRUE,0.0365527909556568,NA
"6627",6627,13026,"119.21.51E.11.13.38.9N","Maitre MPA (Inside)","Pacific","Philippines","Palawan","El Nido",2013,"15-Mar-13",5.5,"Bleaching (% of population)",0,0,3,3,FALSE,"",1.5,302.21,300.97,301.68,297.83,305.48,1.38,5,0.49,0.89,0,-3.14,3.45,8,5.76,29,6,2.69,3.88,22.47,2.34,-2.15,1.38,-5.29,2.34,-1.44,2,2.95,11,2,0,2.09,16.05,0.69,"ERG045",567,0.01770202,119.3641667,11.22747222,TRUE,0.0446261517622744,NA
"6628",6628,13028,"119.21.25.1E.11.14.12.7N","Maitre MPA (Outside)","Pacific","Philippines","Palawan","Buena Suerte, El Nido",2013,"30-Apr-13",5,"Bleaching (% of population)",0,0,3,3,FALSE,"",1.5,303.13,303.07,301.66,297.87,304.98,1.33,2,0.9,0.83,0,-2.64,3.52,8,3.95,23,5,2.47,2.79,18.42,1.92,-0.06,1.33,-5.25,1.84,-1.46,0,2.17,8,1,0,1.42,10.75,0.45,"ERG045",567,0.01770202,119.3569722,11.23686111,TRUE,0.0346713190529315,NA
"6629",6629,13030,"120.8.11.4E.11.45.8.9N","Maliit na Tapik","Pacific","Philippines","Palawan","Bulalacao",2013,"28-Feb-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.66,300.22,301.8,297.85,305.35,1.21,7,-0.12,0.88,0,-3.84,3.07,4,4.62,22,6,1,2.98,19.97,2.06,-2.64,1.21,-5,2.49,-1.05,1,2.38,9,2,0,1.69,14.2,0.65,"ERG045",567,0.012272727,120.1365,11.75247222,TRUE,0.0475649645838565,NA
"6630",6630,13032,"119.18.33.5E.11.0.57.5N","Masigasig/Esteban Reef","Pacific","Philippines","Palawan","Taytay",2013,"6-May-13",3,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,303.9566667,301.72,297.5633333,305.5766667,1.366666667,4,1.473333333,0.846666667,0,-3.276666667,3.57,11,3.776666667,19.33333333,5,6.026666667,2.766666667,18.72666667,1.81,0.776666667,1.366666667,-5.606666667,2.386666667,-1.45,4.666666667,1.793333333,8,0.666666667,0,1.28,10.68,0.356666667,"ERG045",567,0.01770202,119.3093056,11.01597222,TRUE,0.03490116959692,NA
"6631",6631,13034,"119.20.16.3E.10.55.29.6N","Rakit-Rakit Reef","Pacific","Philippines","Palawan","Taytay",2013,"5-May-13",4.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,302.88,301.765,297.7,305.71,1.59,4,0.645,1.2,0,-3.355,3.34,5,9.115,44,10,2.42,6.705,36.075,4.055,-0.155,1.59,-5.325,2.67,-1.26,0,6.14,22.5,4,0,4.755,26.69,1.795,"ERG045",567,0.015959596,119.3378611,10.92488889,TRUE,0.0346152350105403,NA
"6632",6632,13036,"119.39.51.6E.11.16.4.7N","Rawis","Pacific","Philippines","Palawan","Linapacan",2013,"8-May-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.75,303.44,301.53,297.51,305.2,1.19,3,0.98,0.72,0,-2.63,3.2,7,3.71,16,3,4.05,2.24,18.33,1.2,0.63,1.19,-5.29,2.38,-1.27,3,1.46,8,0,0,1.11,9.59,0.28,"ERG045",567,0.01770202,119.6643333,11.26797222,TRUE,0.0365527909556568,NA
"6633",6633,13038,"119.52.24.5E.11.29.45.2N","San Miguel MPA","Pacific","Philippines","Palawan","Linapacan",2013,"9-May-13",5,"Bleaching (% of population)",40,0,0,40,FALSE,"",20,302.75,304.06,301.56,297.82,305.54,1.28,3,1.58,0.86,0,-3.26,4.87,13,4.95,20,5,8.96,3.22,24.2,2.04,1.24,1.28,-5,2.72,-1.25,4,2.58,11,1,2.53,1.85,14.85,0.66,"ERG045",567,0.01770202,119.8734722,11.49588889,TRUE,0.036049329019345,NA
"6634",6634,13040,"119.40.35E.11.15.42.3N","Tandol Reef","Pacific","Philippines","Palawan","Linapacan",2013,"9-May-13",5,"Bleaching (% of population)",0,0,0,50,FALSE,"",12.5,302.75,303.44,301.53,297.51,305.2,1.19,3,0.98,0.72,0,-2.63,3.2,7,3.71,16,3,4.05,2.24,18.33,1.2,0.63,1.19,-5.29,2.38,-1.27,3,1.46,8,0,0,1.11,9.59,0.28,"ERG045",567,0.01770202,119.6763889,11.26175,TRUE,0.0365527909556568,NA
"6635",6635,13042,"120.8.2.1E.11.45.53.4N","Tanglaw","Pacific","Philippines","Palawan","Cullion",2013,"28-Feb-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.66,300.22,301.8,297.85,305.35,1.21,7,-0.12,0.88,0,-3.84,3.07,4,4.62,22,6,1,2.98,19.97,2.06,-2.64,1.21,-5,2.49,-1.05,1,2.38,9,2,0,1.69,14.2,0.65,"ERG045",567,0.012272727,120.1339167,11.76483333,TRUE,0.0475649645838565,NA
"6636",6636,13044,"120.8.33.4E.11.45.20.5N","Tapik Centro","Pacific","Philippines","Palawan","Bulalacao",2013,"25-May-13",4.5,"Bleaching (% of population)",8,0,10,5,FALSE,"",5.75,302.62,304.01,301.8,297.85,305.35,1.21,3,1.22,0.88,0,-3.84,3.07,8,4.62,22,6,5.41,2.98,19.97,2.06,1.15,1.21,-5,2.49,-1.05,2,2.38,9,2,1.17,1.69,14.2,0.65,"ERG045",567,0.012272727,120.1426111,11.75569444,TRUE,0.033120328958962,NA
"6637",6637,13046,"121.16.46.3E.12.12.50.5N","Target Island","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"25-Jun-13",4,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.6,303.39,301.03,297.64,307.26,1.32,3,1.09,0.74,0,-2.81,6.1,9,4.43,20,4,9.3,2.47,16.48,1.36,0.92,1.32,-4.82,4.78,-1.43,3,1.19,4,0,4.68,0.97,5.11,0.3,"ERG046",553,0.009267677,121.2795278,12.21402778,TRUE,0.0366183024961846,NA
"6638",6638,13048,"120.3.7E.11.54.35.5N","White Sand Island Sanctuary","Pacific","Philippines","Palawan","Cullion",2013,"27-Feb-13",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.76,300.75,301.97,298.51,305.6,1.17,7,0.14,0.9,0,-3.89,3.03,2,5.67,31,6,2.15,3.46,25.99,2.36,-2.2,1.17,-4.44,2.64,-0.97,0,2.93,18,2,0,2.06,20.05,0.76,"ERG045",567,0.012272727,120.0519444,11.90986111,TRUE,0.0491686991398771,NA
"6639",6639,13050,"121.54.24.12E.11.57.54.42N","Balabag Reef","Pacific","Philippines","Aklan","Malay",2013,"17-Mar-13",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.94,300.52,301.25,297.45,305.2,1.39,6,0.4,0.86,0,-3.13,2.83,6,5.56,25,6,5.41,3.37,22.59,2.2,-2.22,1.39,-5.28,2.46,-1.48,0,1.87,8,1,0,1.46,12.81,0.47,"ERG046",553,0.006085858,121.9066944,11.96511111,TRUE,0.0621909983456135,NA
"6640",6640,13052,"121.21.31.4E.12.19.2.2N","Balatasan MPA North","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"24-Jun-13",4.7,"Bleaching (% of population)",10,23,23,35,FALSE,"",22.75,301.8,302.76,301.01,297.17,305.42,1.36,3,0.36,0.76,0,-2.44,3.82,11,6.06,34,4,8.23,3.28,22.13,1.64,0.29,1.36,-5.29,2.95,-1.45,4,2.18,11,1,3.25,1.5,15.46,0.42,"ERG046",553,0.009267677,121.3587222,12.31727778,TRUE,0.0390562995353361,NA
"6641",6641,13054,"121.21.44E.12.18.25.9N","Balatasan MPA South","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"23-Jun-13",2.3,"Bleaching (% of population)",8,18,33,25,FALSE,"",21,301.83,302.89,301.07,297.17,305.07,1.36,3,0.44,0.76,0,-2.5,2.91,8,4.33,22,4,5.74,2.72,15.19,1.59,0.34,1.36,-5.38,2.51,-1.47,2,1.84,8,1,2.2,1.44,11.29,0.43,"ERG046",553,0.009267677,121.3622222,12.30719444,TRUE,0.0385139653690763,NA
"6642",6642,13056,"121.21.44E.12.18.25.9N","Balatasan MPA South","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"23-Jun-13",7.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.83,302.89,301.07,297.17,305.07,1.36,3,0.44,0.76,0,-2.5,2.91,8,4.33,22,4,5.74,2.72,15.19,1.59,0.34,1.36,-5.38,2.51,-1.47,2,1.84,8,1,2.2,1.44,11.29,0.43,"ERG046",553,0.009267677,121.3622222,12.30719444,TRUE,0.0385139653690763,NA
"6643",6643,13058,"121.16.56.7E.12.14.34.3N","Silad Island","Pacific","Philippines","Oriental Mindoro","Bulalacao",2013,"25-Jun-13",5.5,"Bleaching (% of population)",65,55,53,65,FALSE,"",59.5,301.6,303.39,301.03,297.64,307.26,1.32,3,1.09,0.74,0,-2.81,6.1,9,4.43,20,4,9.3,2.47,16.48,1.36,0.92,1.32,-4.82,4.78,-1.43,3,1.19,4,0,4.68,0.97,5.11,0.3,"ERG046",553,0.009267677,121.2824167,12.24286111,TRUE,0.0378209688009496,NA
